codigo_anunciante,codigo_zapimoveis,dtCriacao,dtColeta,imobiliaria,nrPreco,condominio,iptu,endereco,floorSize,numberOfRooms,numberOfBathroomsTotal,numberOfParkingSpaces,floorLevel,FURNISHED,POOL,ELEVATOR,LAVABO,SAUNA,PORCELAIN,INTERCOM,AIR_CONDITIONING,numberOfSuites,PETS_ALLOWED,BALCONY,BACKYARD,SPORTS_COURT,BARBECUE_GRILL,LAUNDRY,ALARM_SYSTEM,SERVICE_AREA,GARDEN,DEPOSIT,PLAYGROUND,SEA_VIEW,GOURMET_BALCONY,KITCHEN,PARTY_HALL,CABLE_TV,KITCHEN_CABINETS,SAFETY_CIRCUIT,GATED_COMMUNITY,HEATING,CONCIERGE_24H,WATCHMAN,GOURMET_SPACE,GYM,BICYCLES_PLACE,DINNER_ROOM,PAVED_STREET,RECEPTION,CLOSET,CARETAKER,ARMORED_SECURITY_CABIN,RECREATION_AREA,ELECTRONIC_GATE,INTERNET_ACCESS,BLINDEX_BOX,BEDROOM_WARDROBE,BATHROOM_CABINETS,DISABLED_ACCESS,HOME_OFFICE,SPA,TENNIS_COURT,INDOOR_SOCCER,MOUNTAIN_VIEW,CHILDRENS_POOL,DECK,MASSAGE_ROOM,GRASS,CINEMA,SQUASH,COPA,AMERICAN_KITCHEN,ELECTRIC_GENERATOR,TOYS_PLACE,PANTRY,BAR,FIREPLACE,GAMES_ROOM,WALL_BALCONY,PLANNED_FURNITURE,ALUMINUM_WINDOW,NATURAL_VENTILATION,LARGE_WINDOW,EMPLOYEE_DEPENDENCY,ENTRANCE_HALL,SERVICE_BATHROOM,INTEGRATED_ENVIRONMENTS,HIGH_CEILING_HEIGHT,LARGE_ROOM,COLD_FLOOR,WHIRLPOOL,BARBECUE_BALCONY,BUILTIN_WARDROBE,SQUARE,HEATED_POOL,TEEN_SPACE,SERVICE_ROOM,STAIR,FULL_FLOOR,FITNESS_ROOM,LARGE_KITCHEN,PANORAMIC_VIEW,PLATED_GAS,LAMINATED_FLOOR,ADULT_POOL,GREEN_SPACE,PIZZA_OVEN,BEAUTY_CENTER,SECURITY_CAMERA,SECURITY_CABIN,COWORKING,COOKER,SOLARIUM,FOOTBALL_FIELD,GOURMET_KITCHEN,BATHTUB,SANCA,PET_SPACE,SERVICE_ENTRANCE,PRIVATE_POOL,DIGITAL_LOCKER,WOOD_FLOOR,VALET_PARKING,PARKING,MEZZANINE,LUNCH_ROOM,PATROL,GLASS_WALL,SMALL_ROOM,CORNER_PROPERTY,ADMINISTRATION,GAS_SHOWER,MEETING_ROOM,MASSAGE,TREE_CLIMBING,LIBRARY,HIKING_TRAIL,SMART_CONDOMINIUM,POOL_BAR,RESTAURANT,COVENTION_HALL,SOUNDPROOFING,SIDE_ENTRANCE,ZEN_SPACE,REDARIO,HALF_FLOOR,COVERED_POOL,GUEST_PARKING,REVERSIBLE_ROOM,STORES,BEAUTY_ROOM,COVERAGE,ELETRIC_CHARGER,SEMI_OLYMPIC_POOL,ECO_GARBAGE_COLLECTOR,VINYL_FLOOR,SLAB,LAKE_VIEW,FRUIT_TREES,HOT_TUB,THERMAL_INSULATION,DIVIDERS,WALLS_GRIDS,FREEZER,ORCHID_PLACE,DRESS_ROOM2,PLAYGROUND_2,RAMP,CHILDREN_CARE,DRYWALL,LAND,GRAVEL,SMART_APARTMENT,CARETAKER_HOUSE,ECO_CONDOMINIUM,WATER_TANK,SOLAR_ENERGY,PAY_PER_USE_SERVICES,GEMINADA,CLIMBING_WALL,VEGETABLE_GARDEN,EDICULE,CARPET,GOLF_FIELD,DRESS_ROOM,BURNT_CEMENT,SKATE_LANE,LAKE
AP12462,2706390212,11/04/2024,29/05/2025,R3 Imóveis,R$ 1.170.000,R$ 2.800,R$ 400,"Avenida Washington Luís, 542 - Gonzaga, Santos - SP",265 m²,4 quartos,4 banheiros,2 vagas,6 andar,,,,Lavabo,,,,,1 suíte,Aceita animais,,,,,,,Área de serviço,,,,,,,,,,,,,Portaria 24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,2761792115,06/12/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 895.000,R$ 650,R$ 317,"Pompeia, Santos - SP",64 m²,2 quartos,2 banheiros,1 vaga,12 andar,Mobiliado,Piscina,Elevador,,Sauna,,Interfone,Ar-condicionado,1 suíte,,Varanda,,,Churrasqueira,,,Área de serviço,Jardim,,Playground,Vista para o mar,,Cozinha,Salão de festas,TV à cabo,,,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,Conexão à internet,,,,,,Spa,,,,,,Sala de massagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,2776681440,04/02/2025,29/05/2025,Viver Em Santos Imoveis Ltda,R$ 640.000,R$ 550,R$ 220,"Marapé, Santos - SP",64 m²,2 quartos,2 banheiros,1 vaga,24 andar,,Piscina,Elevador,,Sauna,,Interfone,Ar-condicionado,1 suíte,Aceita animais,Varanda,,Quadra poliesportiva,Churrasqueira,,,,,,Playground,,,Cozinha,Salão de festas,,,,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,,,,,,,Spa,,,Vista para a montanha,,,Sala de massagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIAP4770,2641089194,27/06/2023,29/05/2025,Rhema Imóveis,R$ 2.400.000,R$ 2.230,R$ 885,"Avenida Rei Alberto I - Ponta da Praia, Santos - SP",199 m²,3 quartos,4 banheiros,3 vagas,,,Piscina,Elevador,,Sauna,,,Ar-condicionado,3 suítes,Aceita animais,,,,Churrasqueira,,,,Jardim,,Playground,,,,Salão de festas,,,,Condomínio fechado,,Portaria 24h,,Espaço gourmet,Academia,Bicicletário,,,,,,,,Portão eletrônico,,,,,Acesso para deficientes,,,,,,,,,,Cinema,,,,,,,,,Salão de jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP15602,2804030055,07/05/2025,29/05/2025,R3 Imóveis,R$ 1.600.000,R$ 1.100,R$ 763,"Rua Rio Grande do Norte, 79 - Pompeia, Santos - SP",132 m²,3 quartos,4 banheiros,2 vagas,7 andar,,Piscina,Elevador,Lavabo,,Porcelanato,Interfone,,2 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,,Varanda gourmet,Cozinha,,,,,,,Portaria 24h,,Espaço gourmet,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02101,2734018606,10/08/2024,29/05/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 1.100.000,R$ 970,R$ 190,"Pompeia, Santos - SP",89 m²,2 quartos,3 banheiros,1 vaga,5 andar,,,Elevador,,,,,,1 suíte,Aceita animais,,,,,,,,,,,,,,,,Armário na cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBARAODA,2807031252,17/05/2025,29/05/2025,Celso Fernandes,R$ 1.910.000,R$ 1.130,R$ 750,"Avenida Barão de Penedo, 1 - José Menino, Santos - SP",217 m²,2 quartos,3 banheiros,2 vagas,,Mobiliado,Piscina,Elevador,,,,,Ar-condicionado,2 suítes,Aceita animais,,,,,,,,,,,,Varanda gourmet,,,,,,Condomínio fechado,,Portaria 24h,,,,,,,,,,,,Portão eletrônico,,,,,Acesso para deficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28268,2729169726,18/07/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 770.000,R$ 781,R$ 366,"Pompeia, Santos - SP",69 m²,1 quarto,1 banheiro,1 vaga,5 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,1 suíte,Aceita animais,Varanda,,,Churrasqueira,Lavanderia,Sistema de alarme,,Jardim,,Playground,Vista para o mar,Varanda gourmet,Cozinha,Salão de festas,TV à cabo,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,Conexão à internet,,,,,,Spa,,,,,,Sala de massagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02078,2734020851,10/08/2024,29/05/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 1.550.000,R$ 1.400,R$ 350,"Gonzaga, Santos - SP",130 m²,3 quartos,4 banheiros,1 vaga,14 andar,,,Elevador,,,,Interfone,,1 suíte,,Varanda,,,,,,,,,,Vista para o mar,,Cozinha,Salão de festas,,Armário na cozinha,,,,Portaria 24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ap15179,2800813518,25/04/2025,29/05/2025,Kaylan,R$ 630.000,R$ 511,R$ 274,"Rua Doutor Egydio Martins, 160 - Ponta da Praia, Santos - SP",49 m²,1 quarto,1 banheiro,1 vaga,,,Piscina,Elevador,,Sauna,,,Ar-condicionado,,,,,,Churrasqueira,,,,Jardim,,Playground,,Varanda gourmet,,Salão de festas,,,,Condomínio fechado,,Portaria 24h,,Espaço gourmet,Academia,Bicicletário,,,,,,,,Portão eletrônico,,,,,Acesso para deficientes,,Spa,,,,,,,,,,,Cozinha americana,,,,,,Salão de jogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31708,2771609340,16/01/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 1.100.000,R$ 1.300,R$ 400,"Embaré, Santos - SP",150 m²,3 quartos,3 banheiros,2 vagas,4 andar,,,Elevador,,,,Interfone,,1 suíte,,,,,,,,Área de serviço,,,,,,Cozinha,Salão de festas,,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP7548,2623338989,05/04/2023,29/05/2025,Casabella Imóveis Diferenciados,R$ 1.500.000,R$ 1.100,R$ 400,"Gonzaga, Santos - SP",91 m²,2 quartos,3 banheiros,2 vagas,15 andar,,Piscina,Elevador,,,Porcelanato,Interfone,Ar-condicionado,1 suíte,Aceita animais,,,,Churrasqueira,,,Área de serviço,,,Playground,Vista para o mar,Varanda gourmet,,,,,,,,Portaria 24h,,Espaço gourmet,Academia,,,,,,,,,,,,,,,,Spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,2808864031,25/05/2025,29/05/2025,Painel Imóveis,R$ 435.000,R$ 400,R$ 2.150,"Rua Álvares de Azevedo, 26 - Boqueirão, Santos - SP",78 m²,2 quartos,1 banheiro,1 vaga,3 andar,,,,,,,,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janela grande,,,,,,,,,,,,,,,Escada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25428,2724073565,25/06/2024,29/05/2025,Roda Imoveis Ltda - Epp,R$ 1.950.000,R$ 950,R$ 650,"Rua Álvaro Alvim - Embaré, Santos - SP",125 m²,3 quartos,4 banheiros,2 vagas,7 andar,Mobiliado,Piscina,Elevador,,Sauna,,Interfone,Ar-condicionado,3 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,Playground,,Varanda gourmet,Cozinha,Salão de festas,TV à cabo,,Circuito de segurança,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,Conexão à internet,,,,,Escritório,Spa,,,,,,Sala de massagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04711,2788570018,19/03/2025,29/05/2025,Ricci Consultoria Imobiliaria,R$ 479.000,R$ 485,R$ 148,"Rua Engenheiro Alfredo Capelache - Aparecida, Santos - SP",74 m²,2 quartos,1 banheiro,1 vaga,1 andar,,,,,,,,,,Aceita animais,,,,,,,,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30236,2748424495,10/10/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 530.000,R$ 900,R$ 159,"Campo Grande, Santos - SP",111 m²,2 quartos,2 banheiros,1 vaga,3 andar,,,Elevador,,,,Interfone,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13755,2763861017,13/12/2024,29/05/2025,Familia Imoveis Consultoria,R$ 805.000,R$ 1.500,R$ 314,"Rua Pasteur - Gonzaga, Santos - SP",140 m²,3 quartos,3 banheiros,2 vagas,8 andar,,,Elevador,,,,Interfone,,1 suíte,,Varanda,,,,,,,,,,,,,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP12731,2796995117,13/04/2025,29/05/2025,Rgl Imoveis,R$ 850.000,R$ 1.000,R$ 200,"Avenida Bartholomeu de Gusmão - Aparecida, Santos - SP",82 m²,2 quartos,2 banheiros,1 vaga,3 andar,,,,,,Porcelanato,,,1 suíte,,,,,,,,,,,,Vista para o mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,2791482857,27/03/2025,29/05/2025,Elton Ayres Imóveis,R$ 1.550.000,R$ 870,R$ 230,"Avenida Presidente Wilson, 94 - Gonzaga, Santos - SP",72 m²,1 quarto,2 banheiros,1 vaga,37 andar,Mobiliado,Piscina,Elevador,,Sauna,,Interfone,,1 suíte,,,,,Churrasqueira,,,,,,Playground,Vista para o mar,,,Salão de festas,,,,,,,Vigia,,Academia,,,,,,,,,,,,,,,,Spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP7021,2775686819,31/01/2025,29/05/2025,Mais Imóveis Santos,R$ 880.000,isento,não informado,"Rua Oswaldo Cruz - Boqueirão, Santos - SP",61 m²,1 quarto,2 banheiros,1 vaga,14 andar,,Piscina,Elevador,,Sauna,Porcelanato,,Ar-condicionado,1 suíte,Aceita animais,Varanda,Quintal,,Churrasqueira,Lavanderia,Sistema de alarme,,,,,Vista para o mar,Varanda gourmet,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29638,2741589754,12/09/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 1.150.000,R$ 1.300,R$ 340,"Gonzaga, Santos - SP",120 m²,3 quartos,3 banheiros,2 vagas,6 andar,Mobiliado,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,Aceita animais,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7368,2745309257,26/09/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 615.000,R$ 980,R$ 140,"Boqueirão, Santos - SP",70 m²,2 quartos,1 banheiro,1 vaga,7 andar,,,Elevador,,,,Interfone,,,,,,,,,,,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP03368,2756789949,14/11/2024,29/05/2025,Globalize Imóveis,R$ 750.000,R$ 792,R$ 400,"Rua Santa Catarina - José Menino, Santos - SP",77 m²,1 quarto,2 banheiros,1 vaga,,,Piscina,,,,,,,1 suíte,,,,Quadra poliesportiva,Churrasqueira,,,,,,Playground,,Varanda gourmet,,Salão de festas,,Armário na cozinha,,Condomínio fechado,,Portaria 24h,,Espaço gourmet,Academia,Bicicletário,,,,,,,Área de lazer,,,,,,,,Spa,,Quadra de futebol de salão,,Piscina infantil,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28897,2734120013,10/08/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 420.000,R$ 452,R$ 142,"Marapé, Santos - SP",69 m²,2 quartos,2 banheiros,1 vaga,5 andar,,,Elevador,,,,Interfone,Ar-condicionado,,,,,,,,,Área de serviço,,,,,,Cozinha,,,,Circuito de segurança,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP14362,2759293651,26/11/2024,29/05/2025,R3 Imóveis,R$ 1.700.000,R$ 3.000,R$ 580,"Rua República Argentina, 12 - Pompeia, Santos - SP",156 m²,4 quartos,4 banheiros,2 vagas,5 andar,,,Elevador,Lavabo,,,Interfone,,2 suítes,Aceita animais,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP9355,2593394191,17/11/2022,29/05/2025,R3 Imóveis,R$ 460.000,R$ 935,R$ 400,"Rua Doutor Carvalho de Mendonça, 561 - Marapé, Santos - SP",85 m²,2 quartos,2 banheiros,1 vaga,1 andar,,,,,,Porcelanato,,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP5901,2751952002,25/10/2024,29/05/2025,Chave Santos Imóveis,R$ 460.000,R$ 300,R$ 120,"Rua Professor Carlos Escobar - Ponta da Praia, Santos - SP",97 m²,2 quartos,2 banheiros,1 vaga,3 andar,,,,,,Porcelanato,Interfone,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32987,2788948527,20/03/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 630.000,R$ 850,R$ 125,"Ponta da Praia, Santos - SP",92 m²,2 quartos,2 banheiros,1 vaga,9 andar,,,Elevador,,,,Interfone,,,Aceita animais,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,TV à cabo,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,Conexão à internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLG098_2-2972127,2717947755,28/05/2024,29/05/2025,Natália S. Esteves,R$ 2.650.000,R$ 4.266,R$ 753,"Rua Américo Martins - Boqueirão, Santos - SP",296 m²,4 quartos,4 banheiros,3 vagas,9 andar,,,Elevador,Lavabo,,,,Ar-condicionado,2 suítes,,,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,Portaria 24h,,,,,,,,Closet,,,,Portão eletrônico,,,,,,,,,,,,,,,,,Copa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12587,2721512050,12/06/2024,29/05/2025,Familia Imoveis Consultoria,R$ 1.150.000,R$ 1.974,R$ 319,"Rua Pernambuco - Gonzaga, Santos - SP",153 m²,4 quartos,4 banheiros,2 vagas,6 andar,,,Elevador,,,,Interfone,,2 suítes,,Varanda,,,,,,,,,,,Varanda gourmet,,,,,,,,,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32074,2776224514,02/02/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 430.000,R$ 500,R$ 123,"Aparecida, Santos - SP",73 m²,2 quartos,1 banheiro,,1 andar,,,,,,,Interfone,,,Aceita animais,Varanda,,,,,,,,,,,,Cozinha,,,,,Condomínio fechado,Aquecimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12473,2721512739,12/06/2024,29/05/2025,Familia Imoveis Consultoria,R$ 480.000,R$ 474,R$ 195,"Rua Doutor Manoel Victorino - Gonzaga, Santos - SP",86 m²,3 quartos,2 banheiros,1 vaga,3 andar,,,,,,,Interfone,Ar-condicionado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,2479078964,24/03/2020,29/05/2025,Ab Imóveis,R$ 430.000,R$ 310,R$ 107,"Rua Doutor Carvalho de Mendonça - Marapé, Santos - SP",100 m²,3 quartos,2 banheiros,1 vaga,2 andar,,,,,,,Interfone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP01011,2747123349,04/10/2024,29/05/2025,Ricci Consultoria Imobiliaria,R$ 695.000,R$ 1.173,R$ 185,"Rua Frederico Ozanam - José Menino, Santos - SP",90 m²,2 quartos,2 banheiros,1 vaga,8 andar,,,Elevador,,,,Interfone,,,,,,,Churrasqueira,,,,,,,Vista para o mar,,Cozinha,Salão de festas,,Armário na cozinha,,,,Portaria 24h,,,,Bicicletário,,,,,,Guarita blindada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32957,2788585329,19/03/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 380.000,R$ 821,R$ 558,"Embaré, Santos - SP",46 m²,1 quarto,1 banheiro,1 vaga,8 andar,,,Elevador,,,,Interfone,,,Aceita animais,,,,,,,,,,,,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
